Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,Sales_Category
41214,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,80,120,90,200,81,984,117,22,84,198,33,High
41214,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,120,170,130,290,118,930,172,33,127,290,45,High
41214,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,50,70,50,120,50,589,73,14,47,123,26,Medium
41214,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,180,240,140,420,245,1704,331,93,204,576,127,High
41214,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,160,-50,-120,110,225,4742,-65,69,-156,160,91,Medium
41214,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,110,-60,-190,50,121,3385,-60,109,-202,61,142,Low
41214,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,200,460,390,660,211,933,464,59,381,675,83,High
41214,East,Major Market,Colombian,Beans,Coffee,New York,Regular,220,340,230,560,249,2580,374,87,236,623,138,High
41214,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,50,80,60,130,47,834,68,13,44,115,24,Medium
41214,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,30,60,50,90,31,856,47,8,28,78,19,Low
41214,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,90,120,80,210,101,552,130,33,85,231,45,High
41214,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,100,40,170,82,601,102,31,38,184,64,Medium
41214,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,40,70,10,110,61,-906,86,55,1,147,85,Medium
41214,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,40,60,30,100,53,321,88,16,49,141,39,Medium
41214,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,60,30,90,49,454,71,15,34,120,37,Medium
41214,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,50,70,30,120,43,452,66,14,20,109,46,Low
41214,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,90,50,10,140,82,1804,40,25,-8,122,48,Medium
41214,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,20,10,30,15,848,24,4,9,39,15,Low
41214,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,20,30,10,50,29,1003,35,8,5,64,30,Low
41214,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,20,30,-10,50,34,-522,42,12,-4,76,46,Low
41214,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,30,50,0,80,44,325,62,40,-7,106,69,Low
41214,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,20,40,20,60,35,248,47,11,8,82,39,Low
41214,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,100,130,90,230,88,561,112,29,71,200,41,High
41214,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,40,60,40,100,36,862,52,10,30,88,22,Low
41214,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,60,20,110,54,391,67,20,13,121,54,Medium
41214,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,80,120,20,200,94,694,130,85,15,224,115,High
41214,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,80,100,60,180,102,-2003,143,31,89,245,54,High
41214,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,20,40,30,60,32,482,48,8,29,80,19,Low
41214,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,60,90,40,150,78,798,119,25,62,197,57,High
41214,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,260,320,230,580,225,1272,265,69,174,490,91,High
41214,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,40,60,40,100,40,536,52,13,26,92,26,Low
41214,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,50,70,40,120,59,411,79,19,32,138,47,Medium
41214,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,40,60,30,100,46,424,68,14,31,114,37,Medium
41214,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,50,90,40,140,75,-1050,114,24,59,189,55,Medium
41214,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,90,130,100,220,118,930,172,33,127,290,45,High
41214,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,30,60,40,90,50,589,73,14,48,123,25,Medium
41214,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,40,60,30,100,46,316,67,14,30,113,37,Low
41214,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,40,60,30,100,43,452,66,14,20,109,46,Low
41214,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,70,40,0,110,82,1804,40,25,-8,122,48,Medium
41214,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,30,40,-10,70,44,325,62,40,-7,106,69,Low
41214,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,30,10,50,35,248,47,11,9,82,38,Low
41214,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,20,30,0,50,34,211,42,12,-3,76,45,Low
41214,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,80,90,50,170,69,1060,81,21,39,150,42,Medium
41214,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,60,80,50,140,53,380,71,17,27,124,44,Medium
41214,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,90,120,60,210,82,601,102,31,38,184,64,Medium
41214,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,30,40,30,70,33,836,48,9,27,81,21,Low
41214,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,90,130,90,220,101,552,130,33,85,231,45,High
41214,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,50,70,50,120,54,885,78,15,52,132,26,Medium
41214,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,70,110,80,180,81,984,117,22,84,198,33,High
41214,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,210,240,160,450,225,1272,265,69,174,490,91,High
41214,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,30,50,30,80,40,536,52,13,27,92,25,Low
41214,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,80,130,110,210,118,930,172,33,128,290,44,High
41214,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,30,50,40,80,50,589,73,14,47,123,26,Medium
41214,West,Major Market,Green Tea,Leaves,Tea,California,Regular,50,80,40,130,75,659,114,24,59,189,55,Medium
41214,West,Major Market,Amaretto,Beans,Coffee,California,Regular,130,0,-50,130,113,2758,3,36,-56,116,59,Medium
41214,West,Major Market,Colombian,Beans,Coffee,California,Regular,290,450,310,740,249,2580,374,87,235,623,139,High
41214,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,200,-30,-130,170,173,3909,-27,57,-127,146,100,Medium
41214,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,200,210,140,410,211,1778,212,59,129,423,83,High
41214,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,110,170,40,280,121,912,168,109,26,289,142,High
41214,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,220,290,190,510,228,1691,304,75,197,532,107,High
41214,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,110,150,20,260,121,912,168,109,26,289,142,High
41214,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,160,220,130,380,173,1150,239,57,138,412,101,High
41214,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,100,150,100,250,113,803,165,36,107,278,58,High
41214,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,160,220,140,380,228,1691,304,75,196,532,108,High
41214,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,150,150,80,300,211,1778,212,59,128,423,84,High
41214,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,180,-180,-280,0,245,7653,-245,93,-340,32,127,Low
41214,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,30,50,10,80,33,243,41,12,-4,74,45,Low
41214,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,40,20,70,29,1003,35,8,5,64,30,Low
41214,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,387,43,0,31,43,12,Low
41214,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,20,10,30,15,848,24,4,9,39,15,Low
41214,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,20,30,20,50,22,802,34,6,17,56,17,Low
41214,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,30,20,50,25,823,38,7,19,63,19,Low
41214,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,80,100,70,180,88,561,112,29,70,200,42,High
41214,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,20,30,30,50,32,482,48,8,28,80,20,Low
41214,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,50,90,50,140,78,798,119,25,62,197,57,High
41214,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,70,100,70,170,102,666,143,31,89,245,54,High
41214,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,60,80,10,140,52,509,73,47,-4,125,77,Medium
41214,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,60,90,40,150,53,470,75,17,14,128,61,Medium
41214,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,50,80,50,130,46,424,68,14,32,114,36,Medium
41214,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,50,70,30,120,55,410,69,20,16,124,53,Medium
41214,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,50,80,50,130,59,411,79,19,33,138,46,Medium
41214,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,170,180,120,350,181,1283,182,50,108,363,74,High
41214,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,120,180,120,300,130,1134,195,42,122,325,73,High
41214,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,40,60,40,100,47,834,68,13,44,115,24,Medium
41214,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,30,70,50,100,53,321,88,16,49,141,39,Medium
41214,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,30,50,30,80,49,454,71,15,34,120,37,Medium
41214,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,40,60,0,100,61,613,86,55,1,147,85,Medium
41214,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,70,110,70,180,63,446,93,20,50,156,43,Medium
41214,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,110,150,40,260,94,694,130,85,16,224,114,High
41214,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,20,30,20,50,22,570,30,7,11,52,19,Low
41214,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,60,20,110,54,391,67,20,13,121,54,Medium
41214,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,70,80,40,150,75,1063,89,23,45,164,44,Medium
41244,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,30,50,10,80,46,422,57,17,6,103,51,Low
41244,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,50,20,90,53,1054,63,16,26,116,37,Medium
41244,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,60,90,60,150,81,551,104,26,66,185,38,Medium
41244,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,140,140,80,280,153,1319,153,42,87,306,66,High
41244,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,60,0,100,47,521,65,42,-6,112,71,Low
41244,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,50,60,30,110,54,424,73,17,29,127,44,Medium
41244,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,60,110,90,170,54,601,79,15,53,133,26,Medium
41244,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,80,130,80,210,67,677,101,22,47,168,54,Medium
41244,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,80,120,90,200,86,1003,124,24,88,210,36,High
41244,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,120,170,130,290,123,959,179,34,134,302,45,High
41244,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,40,50,30,90,43,531,56,14,29,99,27,Low
41244,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,40,70,50,110,54,601,79,15,53,133,26,Medium
41244,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,80,40,130,67,677,101,22,47,168,54,Medium
41244,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,110,170,130,280,123,959,179,34,133,302,46,High
41244,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,40,50,30,90,43,531,56,14,29,99,27,Low
41244,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,110,80,190,86,1003,124,24,88,210,36,High
41244,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,310,420,320,730,247,1744,329,81,216,576,113,High
41244,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,320,320,240,640,250,1820,251,70,157,501,94,High
41244,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,120,180,130,300,127,830,185,40,122,312,63,High
41244,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,220,300,190,520,224,1191,310,73,194,534,116,High
41244,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,210,200,120,410,250,1820,251,70,156,501,95,High
41244,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,240,300,170,540,294,1838,360,111,216,654,144,High
41244,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,230,300,200,530,247,1744,329,81,216,576,113,High
41244,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,120,170,120,290,127,830,185,40,123,312,62,High
41244,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,50,40,70,23,807,35,6,17,58,18,Low
41244,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,344,43,0,32,43,11,Low
41244,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,0,20,10,20,10,594,14,3,-1,24,15,Low
41244,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,10,30,20,40,16,851,25,4,10,41,15,Low
41244,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,30,30,10,60,31,1009,38,9,8,69,30,Low
41244,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,40,10,70,38,256,51,12,11,89,40,Low
41244,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,10,20,-10,30,20,218,25,7,-16,45,41,Low
41244,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,39,250,49,14,2,88,47,Low
41244,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,40,60,0,100,49,335,69,44,-5,118,74,Medium
41244,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,80,60,20,140,92,1898,68,28,16,160,52,Medium
41244,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,60,90,70,150,50,898,73,14,48,123,25,Medium
41244,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,30,60,50,90,31,844,46,8,27,77,19,Low
41244,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,70,40,130,63,1075,76,19,36,139,40,Medium
41244,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,60,90,40,150,68,619,85,25,26,153,59,Medium
41244,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,70,110,70,180,88,817,133,29,72,221,61,High
41244,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,110,150,90,260,134,690,186,41,121,320,65,High
41244,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,20,40,30,60,29,490,44,8,25,73,19,Low
41244,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,30,40,30,70,33,870,49,9,29,82,20,Low
41244,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,190,200,140,390,153,1319,153,42,87,306,66,High
41244,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,80,40,130,46,422,57,17,6,103,51,Low
41244,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,70,40,120,54,424,73,17,29,127,44,Medium
41244,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,50,20,90,41,435,60,13,24,101,36,Low
41244,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,40,70,10,110,47,521,65,42,-6,112,71,Low
41244,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,50,20,80,43,466,63,13,28,106,35,Low
41244,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,40,60,0,100,55,627,76,49,-3,131,79,Medium
41244,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,30,60,30,90,41,320,66,12,30,107,36,Low
41244,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,30,40,30,70,34,863,51,9,30,85,21,Low
41244,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,100,120,80,220,80,1079,96,24,50,176,46,Medium
41244,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,30,40,30,70,24,567,32,7,13,56,19,Low
41244,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,80,30,140,65,403,80,24,22,145,58,Medium
41244,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,100,140,30,240,105,716,145,95,20,250,125,High
41244,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,110,70,190,83,575,112,27,57,195,55,High
41244,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,50,70,50,120,50,898,73,14,47,123,26,Medium
41244,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,30,50,40,80,33,818,49,9,28,82,21,Low
41244,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,50,60,20,110,68,619,85,25,27,153,58,Medium
41244,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,40,60,40,100,63,1075,76,19,36,139,40,Medium
41244,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,50,70,10,120,55,627,76,49,-2,131,78,Medium
41244,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,70,40,110,49,392,65,16,21,114,44,Medium
41244,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,100,160,110,260,115,1166,174,37,105,289,69,High
41244,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,30,40,30,70,30,882,45,8,26,75,19,Low
41244,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,30,50,40,80,34,863,51,9,30,85,21,Low
41244,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,10,30,20,40,24,567,32,7,12,56,20,Low
41244,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,60,20,100,65,403,80,24,23,145,57,Medium
41244,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,60,60,30,120,80,1079,96,24,50,176,46,Medium
41244,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,100,140,30,240,105,716,145,95,21,250,124,High
41244,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,80,110,70,190,83,575,112,27,58,195,54,High
41244,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,70,120,80,190,88,817,133,29,73,221,60,High
41244,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,120,160,110,280,134,690,186,41,122,320,64,High
41244,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,50,40,80,33,870,49,9,29,82,20,Low
41244,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,30,40,30,70,29,490,44,8,25,73,19,Low
41244,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,30,40,10,70,46,422,57,17,7,103,50,Low
41244,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,40,50,-10,90,47,571,52,42,-20,99,72,Low
41244,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,150,140,80,290,153,1319,153,42,87,306,66,High
41244,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,60,390,360,450,67,-3534,443,22,390,510,53,High
41244,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,10,30,20,40,16,851,25,4,10,41,15,Low
41244,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,344,43,0,32,43,11,Low
41244,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,40,10,60,39,250,49,14,2,88,47,Low
41244,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,70,10,110,49,335,69,44,-4,118,73,Medium
41244,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,10,30,0,40,20,218,25,7,-16,45,41,Low
41244,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,40,70,50,110,52,327,75,16,37,127,38,Medium
41244,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,40,60,30,100,48,462,74,15,28,122,46,Medium
41244,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,90,120,90,210,86,1003,124,24,89,210,35,High
41244,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,120,190,150,310,123,959,179,34,133,302,46,High
41244,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,50,80,60,130,54,601,79,15,52,133,27,Medium
41244,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,220,320,210,540,294,1727,453,111,309,747,144,High
41244,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,180,-80,-150,100,241,5121,-93,74,-189,148,96,Medium
41244,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,130,-70,-210,60,135,3641,-69,122,-224,66,155,Low
41244,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,240,400,320,640,250,723,407,70,312,657,95,High
41244,East,Major Market,Colombian,Beans,Coffee,New York,Regular,250,370,250,620,279,2642,420,97,271,699,149,High
41244,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,50,90,70,140,49,845,71,13,46,120,25,Medium
41244,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,40,60,50,100,34,863,51,9,31,85,20,Low
41244,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,80,110,70,190,94,540,120,31,77,214,43,High
41244,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,60,80,30,140,68,619,85,25,26,153,59,Medium
41244,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,40,60,0,100,55,-1053,76,49,-3,131,79,Medium
41244,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,30,50,20,80,41,320,66,12,31,107,35,Low
41244,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,50,20,80,43,466,63,13,27,106,36,Low
41244,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,50,90,50,140,48,462,74,15,27,122,47,Medium
41244,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,100,90,40,190,92,1898,68,28,16,160,52,Medium
41244,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,20,10,30,16,851,25,4,9,41,16,Low
41244,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,20,40,20,60,31,1009,38,9,7,69,31,Low
41244,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,10,20,-10,30,20,-598,25,7,-15,45,40,Low
41244,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,30,60,10,90,49,335,69,44,-5,118,74,Medium
41244,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,30,0,60,38,256,51,12,12,89,39,Low
41244,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,90,130,100,220,81,551,104,26,66,185,38,Medium
41244,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,30,60,50,90,33,870,49,9,28,82,21,Low
41244,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,60,70,20,130,65,403,80,24,22,145,58,Medium
41244,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,90,140,30,230,105,716,145,95,20,250,125,High
41244,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,100,140,90,240,134,-2248,186,41,121,320,65,High
41244,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,20,30,20,50,29,490,44,8,24,73,20,Low
41244,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,60,110,60,170,88,817,133,29,72,221,61,High
41244,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,280,340,240,620,241,1321,284,74,188,525,96,High
41244,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,50,60,40,110,43,531,56,14,30,99,26,Low
41244,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,50,60,30,110,54,424,73,17,28,127,45,Medium
41244,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,30,60,30,90,41,435,60,13,24,101,36,Low
41244,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,50,70,30,120,67,-1239,101,22,47,168,54,Medium
41244,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,90,140,110,230,123,959,179,34,133,302,46,High
41244,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,40,60,40,100,54,601,79,15,52,133,27,Medium
41244,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,40,70,40,110,52,327,75,16,36,127,39,Medium
41244,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,40,70,40,110,48,462,74,15,28,122,46,Medium
41244,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,80,60,20,140,92,1898,68,28,17,160,51,Medium
41244,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,30,50,0,80,49,335,69,44,-4,118,73,Medium
41244,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,40,10,60,38,256,51,12,12,89,39,Low
41244,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,10,20,0,30,20,218,25,7,-15,45,40,Low
41244,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,70,90,50,160,63,1075,76,19,36,139,40,Medium
41244,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,50,80,50,130,49,392,65,16,21,114,44,Medium
41244,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,80,100,50,180,68,619,85,25,26,153,59,Medium
41244,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,30,40,30,70,31,844,46,8,26,77,20,Low
